titulo,titulo_normalizado,categoria_estimada,energia_kcal_100g,proteinas_100g,hidratos_100g,grasas_100g,grasas_saturadas_100g,azucares_100g,fibra_100g,sal_100g,energia_calculada_kcal,energia_error_pct,energia_consistente,densidad_proteica_kcal,densidad_carbohidrato_kcal,densidad_grasa_kcal,energy_source,data_quality
Crema de verduras Hacendado,crema de verduras hacendado,otros,33,0.5,4.9,1.3,0.2,,0.6,0.65,33.3,0.009009,True,0.015152,0.148485,0.039394,original,ok
Crema de vinagre balsámico de Módena Hacendado,crema de vinagre balsámico de módena hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Crepes Hacendado ultracongelados,crepes hacendado ultracongelados,otros,250,5.9,34,10,2.7,17,,0.53,249.6,0.001603,True,0.0236,0.136,0.04,original,ok
Crepes rellenos de chocolate Hacendado,crepes rellenos de chocolate hacendado,otros,466,6.56,59.4,21.9,5,37.5,2.19,0.703,460.94,0.010978,True,0.014077,0.127468,0.046996,original,ok
Croissant Hacendado,croissant hacendado,otros,446,7.2,43,27,13,9.8,1.2,0.61,443.8,0.004957,True,0.016143,0.096413,0.060538,original,ok
Croissant de mantequilla 26%,croissant de mantequilla 26%,grasas,406,8.2,45.8,21,11.7,11.3,2.6,300,405,0.002469,True,0.020197,0.112808,0.051724,original,ok
Croissant relleno de crema al cacao Hacendado,croissant relleno de crema al cacao hacendado,otros,484,6.3,44,31,11,23,2.9,0.52,480.2,0.007913,True,0.013017,0.090909,0.06405,original,ok
Croquetas caprichos de jamón Hacendado ultracongeladas,croquetas caprichos de jamón hacendado ultracongeladas,otros,161,8,17,7,3.2,2.3,,0.85,163,0.01227,True,0.049689,0.10559,0.043478,original,ok
Croquetas de cocido Hacendado ultracongeladas,croquetas de cocido hacendado ultracongeladas,otros,198,12,17,8.8,2.2,4.9,,1.1,195.2,0.014344,True,0.060606,0.085859,0.044444,original,ok
Croquetas de cocido Hacendado ultracongeladas,croquetas de cocido hacendado ultracongeladas,otros,198,12,17,8.8,2.2,4.9,,1.1,195.2,0.014344,True,0.060606,0.085859,0.044444,original,ok
Croquetas de jamón Hacendado ultracongeladas,croquetas de jamón hacendado ultracongeladas,otros,205,7.4,20,10,2,5.7,,1.4,199.6,0.027054,True,0.036098,0.097561,0.04878,original,ok
Croquetas de merluza Hacendado ultracongelados,croquetas de merluza hacendado ultracongelados,otros,210,8.5,14.7,12.8,3.4,1.7,,1.22,208,0.009615,True,0.040476,0.07,0.060952,original,ok
Croquetas de merluza Hacendado ultracongelados,croquetas de merluza hacendado ultracongelados,otros,210,8.5,14.7,12.8,3.4,1.7,,1.22,208,0.009615,True,0.040476,0.07,0.060952,original,ok
Cuajada Hacendado,cuajada hacendado,otros,90,4.9,6.3,5,3.3,6.3,0,0.1,89.8,0.002227,True,0.054444,0.07,0.055556,original,ok
Cuartos traseros de pollo,cuartos traseros de pollo,proteinas,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Cuartos traseros de pollo certificado alimentado con un 50% de maíz,cuartos traseros de pollo certificado alimentado con un 50% de maíz,proteinas,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Cuartos traseros de pollo congelados,cuartos traseros de pollo congelados,proteinas,183,18,0,13,3.6,0,,0.27,189,0.031746,True,0.098361,0,0.071038,original,ok
Cuartos traseros de pollo congelados,cuartos traseros de pollo congelados,proteinas,183,18,0,13,3.6,0,,0.27,189,0.031746,True,0.098361,0,0.071038,original,ok
Cuartos traseros familiar de pollo,cuartos traseros familiar de pollo,proteinas,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Cubos de hielo,cubos de hielo,otros,,,,,,,,,0,,,,,,original,missing_macros
Cubos de hielo,cubos de hielo,otros,,,,,,,,,0,,,,,,original,missing_macros
Cuquis Hacendado,cuquis hacendado,otros,473,6.5,73,17,2,0.7,1.6,1.5,471,0.004246,True,0.013742,0.154334,0.035941,original,ok
Cuquitos sabor queso Hacendado,cuquitos sabor queso hacendado,otros,522,5,57,30,3.1,2.2,3.3,2,518,0.007722,True,0.009579,0.109195,0.057471,original,ok
Curry Hacendado,curry hacendado,otros,0,0,0,0,,,,0,0,,,,,,original,suspicious_values
Cúrcuma Hacendado,cúrcuma hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Danonino sabor fresa Danone,danonino sabor fresa danone,otros,88,5.9,11.3,2.1,1.5,9.9,,0.09,87.7,0.003421,True,0.067045,0.128409,0.023864,original,ok
Danonino sabor fresa y plátano Danone,danonino sabor fresa y plátano danone,otros,88,5.9,11.3,2.1,1.5,9.9,,0.0875,87.7,0.003421,True,0.067045,0.128409,0.023864,original,ok
Delicias de pollo Hacendado ultracongeladas,delicias de pollo hacendado ultracongeladas,proteinas,187,16,14,7,0.9,4.7,,1.4,183,0.021858,True,0.085561,0.074866,0.037433,original,ok
Delicias de pollo Hacendado ultracongeladas,delicias de pollo hacendado ultracongeladas,proteinas,187,16,14,7,0.9,4.7,,1.4,183,0.021858,True,0.085561,0.074866,0.037433,original,ok
Delicias del mar de surimi Hacendado,delicias del mar de surimi hacendado,otros,137,7.4,8.8,7.7,0.7,1.9,1.3,1.455,134.1,0.021626,True,0.054015,0.064234,0.056204,original,ok
Disquitos Pintarolas de chocolate con leche coloreados,disquitos pintarolas de chocolate con leche coloreados,otros,502,0.5,73,21,12,64,1,0.2,483,0.039337,True,0.000996,0.145418,0.041833,original,ok
Doble caldo sabor clásico carne Knorr en pastillas,doble caldo sabor clásico carne knorr en pastillas,otros,256,9.5,8,20,12,1.6,0.5,55.1,250,0.024,True,0.037109,0.03125,0.078125,original,ok
Dorada a filetes sin cabeza y sin espina,dorada a filetes sin cabeza y sin espina,otros,1469.7,18.4,220.3,55.2,27.5,55.2,9.1,827.3,1451.6,0.012469,True,0.01252,0.149895,0.037559,original,suspicious_values
Dorada abierta a la espalda con espinas y con cabeza,dorada abierta a la espalda con espinas y con cabeza,otros,1469.7,18.4,220.3,55.2,27.5,55.2,9.1,827.3,1451.6,0.012469,True,0.01252,0.149895,0.037559,original,suspicious_values
Dorada abierta en libro sin cabeza y sin espina,dorada abierta en libro sin cabeza y sin espina,otros,1469.7,18.4,220.3,55.2,27.5,55.2,9.1,827.3,1451.6,0.012469,True,0.01252,0.149895,0.037559,original,suspicious_values
Dorada limpia con cabeza,dorada limpia con cabeza,otros,1469.7,18.4,220.3,55.2,27.5,55.2,9.1,827.3,1451.6,0.012469,True,0.01252,0.149895,0.037559,original,suspicious_values
Dorada sin limpiar,dorada sin limpiar,otros,1469.7,18.4,220.3,55.2,27.5,55.2,9.1,827.3,1451.6,0.012469,True,0.01252,0.149895,0.037559,original,suspicious_values
Dulce de leche Chimbote,dulce de leche chimbote,otros,288,7.4,57,3.5,1.9,56,,0.35,289.1,0.003805,True,0.025694,0.197917,0.012153,original,ok
Dulce de membrillo Hacendado 0% azúcares añadidos,dulce de membrillo hacendado 0% azúcares añadidos,otros,142,0.5,41,0.5,0,2.7,3.9,0.52,170.5,0.167155,False,0.003521,0.288732,0.003521,original,ok
Dulce de membrillo taco Hacendado,dulce de membrillo taco hacendado,otros,288,0.4,69,0.4,,61,4.1,0.02,281.2,0.024182,True,0.001389,0.239583,0.001389,original,ok
Dátiles Medjoul con hueso Hacendado,dátiles medjoul con hueso hacendado,otros,284,2,71,0.3,0.16,65.5,5.5,0,294.7,0.036308,True,0.007042,0.25,0.001056,original,ok
Dátiles desecados sin hueso Hacendado,dátiles desecados sin hueso hacendado,otros,296,2.2,68,0.5,0,68,7.5,0,285.3,0.037504,True,0.007432,0.22973,0.001689,original,ok
Dátiles en rama Hacendado,dátiles en rama hacendado,otros,288,1.8,66,0.5,0,64,8.3,0,275.7,0.044614,True,0.00625,0.229167,0.001736,original,ok
Dúo frutas fresa y plátano Hacendado congeladas,dúo frutas fresa y plátano hacendado congeladas,otros,44,0.8,8.6,0.09,,,,,38.41,0.145535,True,0.018182,0.195455,0.002045,original,ok
Edamame soja verde Hacendado ultracongelada,edamame soja verde hacendado ultracongelada,otros,145,12,3.3,7.6,1.1,2.8,7.5,0,129.6,0.118827,True,0.082759,0.022759,0.052414,original,ok
Edulcorante Eritritol y Sucralosa Hacendado,edulcorante eritritol y sucralosa hacendado,otros,0,0,99.5,0,0,0,0,0,398,1,False,,,,original,suspicious_values
Edulcorante en pastillas sacarina Hacendado,edulcorante en pastillas sacarina hacendado,otros,29,0.9,2.1,0,0,0,8.3,12.84,12,1.416667,False,0.031034,0.072414,0,original,ok
Edulcorante en pastillas stevia Hacendado,edulcorante en pastillas stevia hacendado,otros,12,3,0,0,0,0,0,18.3,12,0,True,0.25,0,0,original,ok
Edulcorante granulado stevia Hacendado,edulcorante granulado stevia hacendado,otros,0,0,97.6,0,0,0,,0,390.4,1,False,,,,original,suspicious_values
Edulcorante líquido sacarina Hacendado,edulcorante líquido sacarina hacendado,otros,0,0,0,0,0,0,,3,0,,,,,,original,suspicious_values
Edulcorante líquido stevia Hacendado,edulcorante líquido stevia hacendado,otros,0,0,0,0,0,0,,0,0,,,,,,original,suspicious_values
Edulcorante sacarina en sobres Hacendado,edulcorante sacarina en sobres hacendado,otros,327,0,81.7,0,0,81.7,,3.1,326.8,0.000612,True,0,0.249847,0,original,ok
Edulcorante stevia en sobres Hacendado,edulcorante stevia en sobres hacendado,otros,0,0,96.5,0,0,0,,0,386,1,False,,,,original,suspicious_values
Embutido blanco,embutido blanco,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Embutido surtido oreado,embutido surtido oreado,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Empanada de atún,empanada de atún,carbohidratos,237,7.7,28,10,0.8,2.3,,,232.8,0.018041,True,0.032489,0.118143,0.042194,original,ok
Empanada de atún grande,empanada de atún grande,carbohidratos,333,12.1,27.4,19.2,6.9,2.1,1.6,459,330.8,0.006651,True,0.036336,0.082282,0.057658,original,ok
Empanada rellena de pollo y setas con crema de queso,empanada rellena de pollo y setas con crema de queso,proteinas,333,12.1,27.4,19.2,6.9,2.1,1.6,459,330.8,0.006651,True,0.036336,0.082282,0.057658,original,ok
Empanadilla de atún 16%,empanadilla de atún 16%,carbohidratos,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadilla de espinacas 26%,empanadilla de espinacas 26%,carbohidratos,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadilla de guisantes 13%,empanadilla de guisantes 13%,carbohidratos,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadilla de pollo 10% y bechamel,empanadilla de pollo 10% y bechamel,proteinas,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadilla de pollo 7% y queso de cabra 4%,empanadilla de pollo 7% y queso de cabra 4%,proteinas,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadilla de tomate 22%,empanadilla de tomate 22%,carbohidratos,333.3,3.7,44.4,14.8,4.3,4.9,1.2,728.9,325.6,0.023649,True,0.011101,0.133213,0.044404,original,ok
Empanadillas de atún Hacendado ultracongeladas,empanadillas de atún hacendado ultracongeladas,carbohidratos,255,5.6,28,13.5,3,4.7,,0.0015,255.9,0.003517,True,0.021961,0.109804,0.052941,original,ok
Empanadillas de atún Hacendado ultracongeladas,empanadillas de atún hacendado ultracongeladas,carbohidratos,255,5.6,28,13.5,3,4.7,,0.0015,255.9,0.003517,True,0.021961,0.109804,0.052941,original,ok
Empanados de pollo picantes sin gluten,empanados de pollo picantes sin gluten,proteinas,209,15.6,9.4,12,2.3,0.5,0,1.8,208,0.004808,True,0.074641,0.044976,0.057416,original,ok
Empanados de pollo picantes sin gluten,empanados de pollo picantes sin gluten,proteinas,209,15.6,9.4,12,2.3,0.5,0,1.8,208,0.004808,True,0.074641,0.044976,0.057416,original,ok
Empanados vegetales con proteína de soja Tivall,empanados vegetales con proteína de soja tivall,carbohidratos,235,12.3,17.6,11.7,0.8,1.4,5.3,0.83,224.9,0.044909,True,0.05234,0.074894,0.049787,original,ok
Emperador marinado,emperador marinado,otros,723.4,13.6,167.4,0,0,0,4.5,0,724,0.000829,True,0.0188,0.231407,0,original,ok
Endibias,endibias,otros,,,,,,,,,0,,,,,,original,missing_macros
Eneldo Hacendado,eneldo hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaimada,ensaimada,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaimadas Hacendado,ensaimadas hacendado,otros,454,9.9,36,27,14,11,2.6,0.68,426.6,0.064229,True,0.021806,0.079295,0.059471,original,ok
Ensalada California,ensalada california,otros,226,5.3,18,14,1.3,8.6,,0.9,219.2,0.031022,True,0.023451,0.079646,0.061947,original,ok
Ensalada César,ensalada césar,otros,74.285714,4.47619,3.666667,4.714286,1.428571,1.238095,0.333333,0,75,0.009524,True,0.060256,0.049359,0.063462,original,ok
Ensalada china Hacendado con mazorquitas,ensalada china hacendado con mazorquitas,otros,33,0.6,6.4,0.5,0.2,4.3,1.2,0.9825,32.5,0.015385,True,0.018182,0.193939,0.015152,original,ok
Ensalada de la casa,ensalada de la casa,otros,45,1.3,6,1.3,0.2,1.7,2.2,0,40.9,0.100244,True,0.028889,0.133333,0.028889,original,ok
Ensalada de marisco Listo para Comer,ensalada de marisco listo para comer,otros,211,10.2,23.8,7.9,,,,,207.1,0.018831,True,0.048341,0.112796,0.037441,original,ok
Ensalada de pasta,ensalada de pasta,carbohidratos,173,4,14,11,1.5,3,0.8,0.69,171,0.011696,True,0.023121,0.080925,0.063584,original,ok
Ensalada de pasta Listo para Comer,ensalada de pasta listo para comer,carbohidratos,56.7,0,11.1,0,0,11.1,0,1333.3,44.4,0.277027,False,0,0.195767,0,original,ok
Ensalada de pasta Listo para Comer,ensalada de pasta listo para comer,carbohidratos,56.7,0,11.1,0,0,11.1,0,1333.3,44.4,0.277027,False,0,0.195767,0,original,ok
"Ensalada de pollo, queso y frutos secos Listo para Comer","ensalada de pollo, queso y frutos secos listo para comer",proteinas,,,,,,,,,0,,,,,,original,missing_macros
"Ensalada de pollo, queso y frutos secos Listo para Comer","ensalada de pollo, queso y frutos secos listo para comer",proteinas,,,,,,,,,0,,,,,,original,missing_macros
Ensalada ensatún,ensalada ensatún,otros,156,8.5,5.1,11,2.3,1.6,1.2,0.99,153.4,0.016949,True,0.054487,0.032692,0.070513,original,ok
Ensalada mezcla 4 estaciones lavada,ensalada mezcla 4 estaciones lavada,otros,56.7,0,11.1,0,0,11.1,0,1333.3,44.4,0.277027,False,0,0.195767,0,original,ok
Ensalada mezcla brotes tiernos lavada,ensalada mezcla brotes tiernos lavada,otros,22,1.6,1.5,0.6,0.1,0.4,1.8,0.0975,17.8,0.235955,False,0.072727,0.068182,0.027273,original,ok
Ensalada mezcla brotes tiernos maxi lavada,ensalada mezcla brotes tiernos maxi lavada,otros,22,1.6,1.5,0.6,0.1,0.4,,0,17.8,0.235955,False,0.072727,0.068182,0.027273,original,ok
Ensalada mezcla dúo canónigos y rúcula lavada,ensalada mezcla dúo canónigos y rúcula lavada,otros,26,2.1,2.4,0.6,0.03,2.3,,0.08,23.4,0.111111,True,0.080769,0.092308,0.023077,original,ok
Ensalada mezcla gourmet lavada,ensalada mezcla gourmet lavada,otros,21,1.5,2.2,0.5,0.1,1.9,,0.16,19.3,0.088083,True,0.071429,0.104762,0.02381,original,ok
Ensalada mezcla gourmet maxi lavada,ensalada mezcla gourmet maxi lavada,otros,21,1.5,2.2,0.5,0.1,1.9,,0.16,19.3,0.088083,True,0.071429,0.104762,0.02381,original,ok
Ensalada mezcla tierna lavada,ensalada mezcla tierna lavada,otros,18,1,2.3,0.5,0.2,0.8,0.6,0.1,17.7,0.016949,True,0.055556,0.127778,0.027778,original,ok
Ensalada queso de cabra,ensalada queso de cabra,otros,137,4.5,12,7.6,2.6,8.5,1.4,0.8,134.4,0.019345,True,0.032847,0.087591,0.055474,original,ok
Ensaladilla Delicias del mar Hacendado,ensaladilla delicias del mar hacendado,otros,234,5.2,14.6,17,2.1,7.3,,1.5,232.2,0.007752,True,0.022222,0.062393,0.07265,original,ok
Ensaladilla Hacendado ultracongelada,ensaladilla hacendado ultracongelada,otros,65,2.5,12,0.2,0,2.7,2.5,0.03,59.8,0.086957,True,0.038462,0.184615,0.003077,original,ok
Ensaladilla americana Hacendado,ensaladilla americana hacendado,otros,156,0.8,8,13,1.5,7.2,,0.75,152.2,0.024967,True,0.005128,0.051282,0.083333,original,ok
Ensaladilla de marisco Listo para Comer,ensaladilla de marisco listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla de marisco Listo para Comer,ensaladilla de marisco listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa Hacendado,ensaladilla rusa hacendado,otros,211,5.5,8.3,17,2.6,1.1,,0.87,208.2,0.013449,True,0.026066,0.039336,0.080569,original,ok
Ensaladilla rusa Hacendado,ensaladilla rusa hacendado,otros,211,5.5,8.3,17,2.6,1.1,1.7,0.87,208.2,0.013449,True,0.026066,0.039336,0.080569,original,ok
Ensaladilla rusa grande Listo para Comer,ensaladilla rusa grande listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa grande Listo para Comer,ensaladilla rusa grande listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa mediana Listo para Comer,ensaladilla rusa mediana listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa mediana Listo para Comer,ensaladilla rusa mediana listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa pequeña Listo para Comer,ensaladilla rusa pequeña listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Ensaladilla rusa pequeña Listo para Comer,ensaladilla rusa pequeña listo para comer,otros,,,,,,,,,0,,,,,,original,missing_macros
Entrecot de vacuno añojo,entrecot de vacuno añojo,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Escalopin de salmón,escalopin de salmón,otros,277,11,21.7,16.2,3.7,1.6,1.5,402,276.6,0.001446,True,0.039711,0.078339,0.058484,original,ok
Escalopín de vacuno añojo para plancha,escalopín de vacuno añojo para plancha,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Escamas de sal marina natural Polasal,escamas de sal marina natural polasal,otros,0,0,0,0,0,0,,94.2,0,,,,,,original,suspicious_values
Escarola rizada cortada y lavada,escarola rizada cortada y lavada,otros,,,,,,,,,0,,,,,,original,missing_macros
Espinaca en porciones Hacendado ultracongelada,espinaca en porciones hacendado ultracongelada,otros,27,2.9,4.3,0.4,0.1,1.5,2.7,0,32.4,0.166667,False,0.107407,0.159259,0.014815,original,ok
Espinaca picada en porciones Hacendado ultracongelada,espinaca picada en porciones hacendado ultracongelada,otros,27,2.9,1.5,0.4,0.1,1.5,2.7,0.16,21.2,0.273585,False,0.107407,0.055556,0.014815,original,ok
Espinacas a la crema Hacendado ultracongeladas,espinacas a la crema hacendado ultracongeladas,otros,67,2.9,4,4,2.5,2.2,1.7,0.4925,63.6,0.053459,True,0.043284,0.059701,0.059701,original,ok
Espinacas baby lavadas,espinacas baby lavadas,otros,28,3.4,0.9,0.6,0.1,0.5,,0.34,22.6,0.238938,False,0.121429,0.032143,0.021429,original,ok
Espinacas cortadas y lavadas,espinacas cortadas y lavadas,otros,666.7,33.3,22.2,50,27.8,11.1,0,2443.3,672,0.007887,True,0.049948,0.033298,0.074996,original,ok
Espinazo de cerdo,espinazo de cerdo,otros,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Espiral al cacao Hacendado,espiral al cacao hacendado,otros,,,,,,,,,0,,,,,,original,missing_macros
Espárrago verde troceado Hacendado ultracongelado,espárrago verde troceado hacendado ultracongelado,otros,28,2.9,2,0.6,0.1,1.9,1.5,0.000025,25,0.12,True,0.103571,0.071429,0.021429,original,ok
Espárragos blancos delgados Hacendado cortos,espárragos blancos delgados hacendado cortos,otros,13,1.5,1.1,0.5,0,0.9,1.3,1,14.9,0.127517,True,0.115385,0.084615,0.038462,original,ok
Espárragos blancos gruesos Hacendado cortos,espárragos blancos gruesos hacendado cortos,otros,15,1.3,1.6,0.1,0,1,,1,12.5,0.2,False,0.086667,0.106667,0.006667,original,ok
Espárragos blancos medianos Hacendado,espárragos blancos medianos hacendado,otros,15,1.5,1.1,0.5,0,0.9,1.3,1,14.9,0.006711,True,0.1,0.073333,0.033333,original,ok
Espárragos blancos medianos Hacendado,espárragos blancos medianos hacendado,otros,13,1.5,1.1,0.5,0,0.9,1.3,1,14.9,0.127517,True,0.115385,0.084615,0.038462,original,ok
Espárragos blancos muy gruesos Hacendado enteros,espárragos blancos muy gruesos hacendado enteros,otros,,,,,,,,,0,,,,,,original,missing_macros
Espárragos verdes finos,espárragos verdes finos,otros,,,,,,,,,0,,,,,,original,missing_macros
Espárragos verdes gruesos,espárragos verdes gruesos,otros,,,,,,,,,0,,,,,,original,missing_macros
